2024-03-10 16:37:32,here
2024-03-10 16:37:39,0.99583393
2024-03-10 16:37:39,0.97354674
2024-03-10 16:37:39,0.99974126
2024-03-10 16:37:39,1.0
2024-03-10 16:37:39,done
2024-03-10 16:38:02,here
2024-03-10 16:38:20,0.9952618
2024-03-10 16:38:20,0.99541396
2024-03-10 16:38:20,0.9985734
2024-03-10 16:38:20,0.91578585
2024-03-10 16:38:20,adding new speaker
2024-03-10 16:38:20,0.9805862
2024-03-10 16:38:20,done
2024-03-10 16:40:22,here
2024-03-10 16:41:06,0.9951396
2024-03-10 16:41:06,0.9777097
2024-03-10 16:41:06,0.97936946
2024-03-10 16:41:06,0.9759865
2024-03-10 16:41:06,0.97951937
2024-03-10 16:41:06,done
2024-03-10 16:41:06,here
2024-03-10 16:41:49,0.9951396
2024-03-10 16:41:49,0.9777097
2024-03-10 16:41:49,0.97936946
2024-03-10 16:41:49,0.9759865
2024-03-10 16:41:49,0.97951937
2024-03-10 16:41:49,done
2024-03-10 16:41:49,here
2024-03-10 16:42:29,0.9951396
2024-03-10 16:42:29,0.9777097
2024-03-10 16:42:29,0.97936946
2024-03-10 16:42:29,0.9759865
2024-03-10 16:42:29,0.97951937
2024-03-10 16:42:29,done
2024-03-10 16:42:29,here
2024-03-10 16:43:54,0.9957628
2024-03-10 16:43:54,0.41989374
2024-03-10 16:43:54,adding new speaker
2024-03-10 16:43:54,0.95537865
2024-03-10 16:43:54,0.9844897
2024-03-10 16:43:54,0.26400408
2024-03-10 16:43:54,adding new speaker
2024-03-10 16:43:54,0.46463546
2024-03-10 16:43:54,adding new speaker
2024-03-10 16:43:54,0.9816258
2024-03-10 16:43:54,0.9726665
2024-03-10 16:43:54,0.9692452
2024-03-10 16:43:54,0.9273672
2024-03-10 16:43:54,adding new speaker
2024-03-10 16:43:54,0.99111897
2024-03-10 16:43:54,0.6748644
2024-03-10 16:43:54,adding new speaker
2024-03-10 16:43:54,done
2024-03-10 16:43:54,here
2024-03-10 16:43:57,0.975047
2024-03-10 16:43:57,0.9950751
2024-03-10 16:43:57,done
2024-03-10 16:43:57,here
2024-03-10 16:45:20,0.9957628
2024-03-10 16:45:20,1.0000001
2024-03-10 16:45:20,0.95537865
2024-03-10 16:45:20,0.9844897
2024-03-10 16:45:20,1.0
2024-03-10 16:45:20,1.0
2024-03-10 16:45:20,0.9816258
2024-03-10 16:45:20,0.9726665
