SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 181.142 0.666 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 182.425 0.350 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 188.442 0.033 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 189.008 0.050 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 192.692 0.050 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 193.008 0.500 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 212.508 0.500 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 239.558 0.267 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 240.008 0.500 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 243.008 0.383 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 249.575 0.850 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 255.008 0.500 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 260.008 1.150 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 261.508 2.000 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 268.508 0.917 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 299.008 1.500 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 301.008 0.500 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 320.008 0.867 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 353.908 4.100 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 370.008 0.617 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 371.008 6.600 <NA> <NA> speaker1 <NA> <NA>
